Temperature	Well	Fluorescence
25.0	A1	3950.87
25.5	A1	3944.74
26.0	A1	3938.61
26.5	A1	3932.48
27.0	A1	3926.35
27.5	A1	3920.22
28.0	A1	3914.09
28.5	A1	3908.19
29.0	A1	3902.52
29.5	A1	3897.81
30.0	A1	3893.23
30.5	A1	3889.45
31.0	A1	3886.76
31.5	A1	3884.81
32.0	A1	3883.33
32.5	A1	3883.0
33.0	A1	3883.47
33.5	A1	3884.5
34.0	A1	3886.32
34.5	A1	3888.77
35.0	A1	3891.42
35.5	A1	3894.08
36.0	A1	3896.36
36.5	A1	3898.26
37.0	A1	3900.26
37.5	A1	3902.51
38.0	A1	3905.11
38.5	A1	3908.8
39.0	A1	3913.87
39.5	A1	3919.97
40.0	A1	3927.3
40.5	A1	3936.32
41.0	A1	3946.73
41.5	A1	3957.76
42.0	A1	3969.65
42.5	A1	3982.04
43.0	A1	3994.25
43.5	A1	4005.99
44.0	A1	4018.19
44.5	A1	4030.05
45.0	A1	4041.85
45.5	A1	4053.51
46.0	A1	4064.95
46.5	A1	4075.32
47.0	A1	4084.96
47.5	A1	4093.4
48.0	A1	4100.8
48.5	A1	4106.95
49.0	A1	4111.82
49.5	A1	4115.46
50.0	A1	4117.94
50.5	A1	4119.24
51.0	A1	4119.76
51.5	A1	4119.64
52.0	A1	4119.28
52.5	A1	4118.87
53.0	A1	4118.56
53.5	A1	4119.02
54.0	A1	4120.67
54.5	A1	4123.82
55.0	A1	4129.26
55.5	A1	4137.46
56.0	A1	4148.19
56.5	A1	4162.02
57.0	A1	4179.11
57.5	A1	4199.59
58.0	A1	4224.37
58.5	A1	4254.27
59.0	A1	4289.44
59.5	A1	4329.91
60.0	A1	4375.35
60.5	A1	4424.15
61.0	A1	4474.6
61.5	A1	4525.12
62.0	A1	4573.09
62.5	A1	4616.19
63.0	A1	4652.39
63.5	A1	4680.38
64.0	A1	4698.97
64.5	A1	4708.81
65.0	A1	4710.42
65.5	A1	4705.79
66.0	A1	4696.37
66.5	A1	4683.88
67.0	A1	4669.29
67.5	A1	4653.96
68.0	A1	4637.88
68.5	A1	4621.31
69.0	A1	4604.09
69.5	A1	4586.34
70.0	A1	4567.99
70.5	A1	4548.78
71.0	A1	4528.64
71.5	A1	4507.87
72.0	A1	4486.42
72.5	A1	4463.41
73.0	A1	4440.2
73.5	A1	4417.12
74.0	A1	4394.21
74.5	A1	4372.01
75.0	A1	4352.43
75.5	A1	4334.2
76.0	A1	4317.43
76.5	A1	4301.66
77.0	A1	4286.63
77.5	A1	4271.29
78.0	A1	4256.2
78.5	A1	4241.15
79.0	A1	4226.83
79.5	A1	4213.18
80.0	A1	4199.85
80.5	A1	4186.49
81.0	A1	4173.07
81.5	A1	4159.12
82.0	A1	4144.71
82.5	A1	4130.58
83.0	A1	4116.73
83.5	A1	4103.07
84.0	A1	4089.95
84.5	A1	4076.82
85.0	A1	4063.0
85.5	A1	4049.07
86.0	A1	4035.09
86.5	A1	4020.65
87.0	A1	4006.26
87.5	A1	3992.14
88.0	A1	3977.66
88.5	A1	3962.95
89.0	A1	3948.35
89.5	A1	3933.55
90.0	A1	3919.01
90.5	A1	3904.66
91.0	A1	3890.26
91.5	A1	3875.43
92.0	A1	3860.2
92.5	A1	3844.13
93.0	A1	3827.61
93.5	A1	3810.66
94.0	A1	3794.09
94.5	A1	3777.39
95.0	A1	3761.99
25.0	A2	3473.42
25.5	A2	3468.02
26.0	A2	3462.62
26.5	A2	3457.23
27.0	A2	3451.83
27.5	A2	3446.43
28.0	A2	3441.03
28.5	A2	3436.61
29.0	A2	3432.95
29.5	A2	3429.86
30.0	A2	3427.43
30.5	A2	3425.89
31.0	A2	3424.99
31.5	A2	3424.77
32.0	A2	3425.49
32.5	A2	3426.87
33.0	A2	3428.46
33.5	A2	3430.57
34.0	A2	3433.1
34.5	A2	3435.67
35.0	A2	3438.39
35.5	A2	3441.35
36.0	A2	3443.99
36.5	A2	3446.31
37.0	A2	3448.7
37.5	A2	3450.95
38.0	A2	3453.32
38.5	A2	3456.55
39.0	A2	3460.29
39.5	A2	3464.75
40.0	A2	3470.77
40.5	A2	3478.48
41.0	A2	3487.83
41.5	A2	3499.19
42.0	A2	3512.04
42.5	A2	3525.7
43.0	A2	3540.01
43.5	A2	3554.44
44.0	A2	3569.46
44.5	A2	3584.93
45.0	A2	3600.89
45.5	A2	3616.85
46.0	A2	3632.78
46.5	A2	3647.73
47.0	A2	3661.95
47.5	A2	3675.22
48.0	A2	3687.54
48.5	A2	3698.75
49.0	A2	3709.12
49.5	A2	3718.04
50.0	A2	3725.21
50.5	A2	3730.75
51.0	A2	3734.88
51.5	A2	3736.78
52.0	A2	3737.46
52.5	A2	3737.31
53.0	A2	3736.29
53.5	A2	3734.47
54.0	A2	3733.45
54.5	A2	3732.43
55.0	A2	3731.76
55.5	A2	3731.79
56.0	A2	3732.7
56.5	A2	3733.92
57.0	A2	3736.17
57.5	A2	3739.46
58.0	A2	3744.13
58.5	A2	3750.06
59.0	A2	3757.15
59.5	A2	3765.12
60.0	A2	3773.74
60.5	A2	3781.89
61.0	A2	3789.48
61.5	A2	3795.81
62.0	A2	3799.62
62.5	A2	3799.75
63.0	A2	3795.91
63.5	A2	3787.37
64.0	A2	3774.32
64.5	A2	3757.56
65.0	A2	3738.02
65.5	A2	3716.7
66.0	A2	3694.16
66.5	A2	3670.89
67.0	A2	3647.32
67.5	A2	3623.67
68.0	A2	3599.47
68.5	A2	3574.76
69.0	A2	3549.34
69.5	A2	3522.83
70.0	A2	3495.06
70.5	A2	3466.8
71.0	A2	3438.47
71.5	A2	3410.96
72.0	A2	3385.16
72.5	A2	3362.03
73.0	A2	3341.63
73.5	A2	3323.98
74.0	A2	3308.68
74.5	A2	3295.1
75.0	A2	3282.53
75.5	A2	3270.6
76.0	A2	3258.91
76.5	A2	3247.31
77.0	A2	3236.04
77.5	A2	3225.05
78.0	A2	3214.13
78.5	A2	3204.06
79.0	A2	3194.6
79.5	A2	3185.77
80.0	A2	3177.56
80.5	A2	3170.28
81.0	A2	3163.33
81.5	A2	3156.78
82.0	A2	3150.31
82.5	A2	3144.29
83.0	A2	3138.39
83.5	A2	3132.66
84.0	A2	3127.28
84.5	A2	3122.42
85.0	A2	3117.29
85.5	A2	3112.41
86.0	A2	3107.52
86.5	A2	3102.44
87.0	A2	3096.89
87.5	A2	3091.67
88.0	A2	3086.0
88.5	A2	3080.1
89.0	A2	3074.19
89.5	A2	3068.58
90.0	A2	3062.7
90.5	A2	3057.12
91.0	A2	3051.95
91.5	A2	3046.68
92.0	A2	3040.96
92.5	A2	3035.04
93.0	A2	3028.76
93.5	A2	3021.72
94.0	A2	3014.77
94.5	A2	3007.71
95.0	A2	3001.26
25.0	A3	3586.52
25.5	A3	3584.6
26.0	A3	3582.68
26.5	A3	3580.76
27.0	A3	3578.84
27.5	A3	3576.92
28.0	A3	3575.01
28.5	A3	3573.02
29.0	A3	3570.51
29.5	A3	3567.78
30.0	A3	3564.35
30.5	A3	3560.76
31.0	A3	3557.53
31.5	A3	3555.6
32.0	A3	3554.94
32.5	A3	3555.83
33.0	A3	3557.94
33.5	A3	3561.21
34.0	A3	3565.04
34.5	A3	3569.14
35.0	A3	3573.57
35.5	A3	3578.28
36.0	A3	3582.54
36.5	A3	3586.42
37.0	A3	3590.44
37.5	A3	3594.26
38.0	A3	3598.04
38.5	A3	3602.34
39.0	A3	3607.25
39.5	A3	3612.4
40.0	A3	3618.29
40.5	A3	3624.97
41.0	A3	3632.83
41.5	A3	3641.33
42.0	A3	3650.7
42.5	A3	3660.43
43.0	A3	3670.89
43.5	A3	3680.97
44.0	A3	3691.5
44.5	A3	3702.27
45.0	A3	3713.4
45.5	A3	3724.07
46.0	A3	3734.82
46.5	A3	3744.71
47.0	A3	3753.78
47.5	A3	3761.66
48.0	A3	3768.53
48.5	A3	3774.06
49.0	A3	3778.63
49.5	A3	3781.92
50.0	A3	3784.0
50.5	A3	3784.32
51.0	A3	3783.38
51.5	A3	3780.65
52.0	A3	3776.73
52.5	A3	3771.61
53.0	A3	3766.43
53.5	A3	3760.85
54.0	A3	3755.83
54.5	A3	3751.24
55.0	A3	3747.74
55.5	A3	3745.02
56.0	A3	3743.31
56.5	A3	3742.96
57.0	A3	3743.8
57.5	A3	3745.93
58.0	A3	3749.59
58.5	A3	3755.34
59.0	A3	3762.25
59.5	A3	3770.63
60.0	A3	3779.86
60.5	A3	3789.16
61.0	A3	3797.09
61.5	A3	3803.44
62.0	A3	3806.93
62.5	A3	3807.02
63.0	A3	3803.15
63.5	A3	3795.5
64.0	A3	3783.78
64.5	A3	3768.79
65.0	A3	3750.8
65.5	A3	3730.89
66.0	A3	3709.57
66.5	A3	3687.46
67.0	A3	3664.84
67.5	A3	3642.07
68.0	A3	3618.83
68.5	A3	3594.9
69.0	A3	3570.2
69.5	A3	3544.29
70.0	A3	3516.97
70.5	A3	3488.63
71.0	A3	3460.24
71.5	A3	3432.51
72.0	A3	3406.48
72.5	A3	3383.15
73.0	A3	3362.74
73.5	A3	3344.85
74.0	A3	3329.36
74.5	A3	3315.7
75.0	A3	3302.99
75.5	A3	3290.89
76.0	A3	3279.47
76.5	A3	3267.89
77.0	A3	3256.67
77.5	A3	3245.82
78.0	A3	3235.51
78.5	A3	3225.12
79.0	A3	3215.83
79.5	A3	3206.69
80.0	A3	3197.97
80.5	A3	3189.5
81.0	A3	3181.75
81.5	A3	3173.76
82.0	A3	3166.11
82.5	A3	3158.72
83.0	A3	3151.42
83.5	A3	3143.89
84.0	A3	3136.57
84.5	A3	3129.21
85.0	A3	3121.79
85.5	A3	3114.47
86.0	A3	3107.47
86.5	A3	3100.51
87.0	A3	3093.42
87.5	A3	3085.79
88.0	A3	3077.67
88.5	A3	3068.99
89.0	A3	3059.61
89.5	A3	3050.21
90.0	A3	3041.27
90.5	A3	3032.57
91.0	A3	3023.89
91.5	A3	3015.74
92.0	A3	3007.34
92.5	A3	2998.72
93.0	A3	2990.12
93.5	A3	2981.81
94.0	A3	2973.67
94.5	A3	2965.75
95.0	A3	2958.6
25.0	A4	3587.35
25.5	A4	3583.47
26.0	A4	3579.59
26.5	A4	3575.71
27.0	A4	3571.84
27.5	A4	3567.96
28.0	A4	3564.08
28.5	A4	3560.5
29.0	A4	3556.31
29.5	A4	3551.82
30.0	A4	3546.42
30.5	A4	3541.45
31.0	A4	3537.12
31.5	A4	3534.22
32.0	A4	3532.81
32.5	A4	3533.4
33.0	A4	3535.22
33.5	A4	3538.44
34.0	A4	3542.98
34.5	A4	3548.29
35.0	A4	3554.21
35.5	A4	3560.85
36.0	A4	3567.35
36.5	A4	3573.44
37.0	A4	3579.66
37.5	A4	3585.95
38.0	A4	3591.84
38.5	A4	3598.04
39.0	A4	3604.79
39.5	A4	3611.68
40.0	A4	3619.2
40.5	A4	3628.27
41.0	A4	3639.09
41.5	A4	3650.51
42.0	A4	3663.25
42.5	A4	3676.61
43.0	A4	3690.27
43.5	A4	3703.44
44.0	A4	3718.06
44.5	A4	3733.04
45.0	A4	3748.67
45.5	A4	3764.51
46.0	A4	3780.86
46.5	A4	3796.17
47.0	A4	3811.3
47.5	A4	3825.88
48.0	A4	3839.72
48.5	A4	3853.04
49.0	A4	3866.38
49.5	A4	3878.67
50.0	A4	3889.77
50.5	A4	3899.73
51.0	A4	3907.62
51.5	A4	3912.38
52.0	A4	3914.63
52.5	A4	3914.71
53.0	A4	3912.56
53.5	A4	3908.88
54.0	A4	3904.46
54.5	A4	3899.22
55.0	A4	3893.21
55.5	A4	3886.59
56.0	A4	3879.53
56.5	A4	3872.69
57.0	A4	3866.21
57.5	A4	3860.8
58.0	A4	3857.35
58.5	A4	3856.35
59.0	A4	3857.19
59.5	A4	3860.79
60.0	A4	3865.9
60.5	A4	3871.72
61.0	A4	3877.5
61.5	A4	3883.15
62.0	A4	3886.81
62.5	A4	3888.09
63.0	A4	3886.31
63.5	A4	3880.48
64.0	A4	3869.82
64.5	A4	3854.45
65.0	A4	3834.95
65.5	A4	3811.94
66.0	A4	3786.3
66.5	A4	3758.9
67.0	A4	3731.0
67.5	A4	3702.78
68.0	A4	3673.99
68.5	A4	3645.22
69.0	A4	3616.42
69.5	A4	3586.6
70.0	A4	3556.04
70.5	A4	3525.38
71.0	A4	3494.41
71.5	A4	3463.97
72.0	A4	3435.25
72.5	A4	3409.01
73.0	A4	3385.72
73.5	A4	3365.53
74.0	A4	3347.89
74.5	A4	3332.57
75.0	A4	3318.67
75.5	A4	3305.51
76.0	A4	3292.81
76.5	A4	3280.67
77.0	A4	3268.82
77.5	A4	3257.35
78.0	A4	3246.43
78.5	A4	3236.14
79.0	A4	3226.31
79.5	A4	3216.8
80.0	A4	3207.66
80.5	A4	3198.95
81.0	A4	3190.92
81.5	A4	3183.44
82.0	A4	3176.39
82.5	A4	3169.9
83.0	A4	3163.4
83.5	A4	3156.57
84.0	A4	3149.58
84.5	A4	3142.59
85.0	A4	3135.48
85.5	A4	3128.7
86.0	A4	3122.11
86.5	A4	3115.55
87.0	A4	3108.8
87.5	A4	3101.21
88.0	A4	3092.82
88.5	A4	3083.87
89.0	A4	3074.29
89.5	A4	3064.41
90.0	A4	3055.2
90.5	A4	3046.4
91.0	A4	3037.64
91.5	A4	3029.23
92.0	A4	3020.91
92.5	A4	3012.35
93.0	A4	3003.71
93.5	A4	2995.34
94.0	A4	2987.52
94.5	A4	2979.68
95.0	A4	2973.35
25.0	A5	3251.48
25.5	A5	3250.92
26.0	A5	3250.36
26.5	A5	3249.8
27.0	A5	3249.25
27.5	A5	3248.69
28.0	A5	3248.13
28.5	A5	3247.59
29.0	A5	3246.71
29.5	A5	3245.89
30.0	A5	3245.15
30.5	A5	3244.34
31.0	A5	3244.08
31.5	A5	3245.13
32.0	A5	3247.35
32.5	A5	3250.72
33.0	A5	3255.19
