Temperature	Well	Fluorescence
25.0	A1	3713.44
25.5	A1	3714.45
26.0	A1	3715.46
26.5	A1	3716.47
27.0	A1	3717.48
27.5	A1	3718.49
28.0	A1	3719.5
28.5	A1	3720.92
29.0	A1	3722.86
29.5	A1	3725.45
30.0	A1	3728.2
30.5	A1	3731.9
31.0	A1	3736.79
31.5	A1	3742.91
32.0	A1	3750.25
32.5	A1	3759.17
33.0	A1	3769.25
33.5	A1	3780.76
34.0	A1	3793.9
34.5	A1	3808.42
35.0	A1	3824.04
35.5	A1	3840.66
36.0	A1	3857.43
36.5	A1	3873.92
37.0	A1	3890.53
37.5	A1	3907.6
38.0	A1	3925.41
38.5	A1	3944.7
39.0	A1	3965.73
39.5	A1	3988.5
40.0	A1	4012.89
40.5	A1	4038.89
41.0	A1	4066.28
41.5	A1	4095.08
42.0	A1	4125.06
42.5	A1	4156.02
43.0	A1	4187.87
43.5	A1	4220.54
44.0	A1	4253.87
44.5	A1	4287.45
45.0	A1	4321.23
45.5	A1	4355.02
46.0	A1	4387.97
46.5	A1	4419.66
47.0	A1	4449.92
47.5	A1	4478.24
48.0	A1	4503.95
48.5	A1	4526.92
49.0	A1	4546.66
49.5	A1	4562.44
50.0	A1	4574.18
50.5	A1	4581.65
51.0	A1	4585.11
51.5	A1	4584.82
52.0	A1	4581.58
52.5	A1	4575.75
53.0	A1	4568.07
53.5	A1	4558.88
54.0	A1	4549.27
54.5	A1	4540.0
55.0	A1	4532.5
55.5	A1	4527.63
56.0	A1	4527.18
56.5	A1	4532.4
57.0	A1	4544.98
57.5	A1	4565.83
58.0	A1	4596.92
58.5	A1	4638.82
59.0	A1	4691.53
59.5	A1	4753.54
60.0	A1	4823.09
60.5	A1	4896.8
61.0	A1	4970.72
61.5	A1	5040.35
62.0	A1	5102.29
62.5	A1	5152.77
63.0	A1	5189.61
63.5	A1	5212.19
64.0	A1	5221.96
64.5	A1	5220.42
65.0	A1	5210.79
65.5	A1	5195.76
66.0	A1	5177.39
66.5	A1	5156.88
67.0	A1	5135.17
67.5	A1	5112.12
68.0	A1	5087.31
68.5	A1	5060.89
69.0	A1	5032.81
69.5	A1	5003.31
70.0	A1	4972.72
70.5	A1	4942.05
71.0	A1	4911.57
71.5	A1	4881.65
72.0	A1	4852.72
72.5	A1	4825.28
73.0	A1	4798.87
73.5	A1	4773.55
74.0	A1	4749.32
74.5	A1	4725.63
75.0	A1	4702.01
75.5	A1	4678.86
76.0	A1	4655.84
76.5	A1	4632.69
77.0	A1	4609.67
77.5	A1	4586.78
78.0	A1	4563.67
78.5	A1	4540.33
79.0	A1	4517.04
79.5	A1	4493.63
80.0	A1	4470.31
80.5	A1	4447.14
81.0	A1	4424.69
81.5	A1	4402.87
82.0	A1	4381.98
82.5	A1	4361.97
83.0	A1	4342.82
83.5	A1	4324.37
84.0	A1	4306.69
84.5	A1	4289.42
85.0	A1	4272.44
85.5	A1	4256.28
86.0	A1	4240.4
86.5	A1	4224.93
87.0	A1	4210.09
87.5	A1	4196.26
88.0	A1	4182.42
88.5	A1	4168.69
89.0	A1	4154.84
89.5	A1	4140.92
90.0	A1	4126.63
90.5	A1	4112.71
91.0	A1	4099.76
91.5	A1	4087.57
92.0	A1	4075.51
92.5	A1	4063.89
93.0	A1	4051.95
93.5	A1	4039.35
94.0	A1	4025.66
94.5	A1	4012.03
95.0	A1	3996.58
25.0	A2	3949.81
25.5	A2	3950.02
26.0	A2	3950.22
26.5	A2	3950.42
27.0	A2	3950.62
27.5	A2	3950.82
28.0	A2	3951.02
28.5	A2	3950.4
29.0	A2	3947.58
29.5	A2	3942.9
30.0	A2	3936.61
30.5	A2	3929.3
31.0	A2	3922.42
31.5	A2	3917.9
32.0	A2	3915.94
32.5	A2	3916.12
