Temperature	Well	Fluorescence
25.0	A1	3546.98
25.5	A1	3542.84
26.0	A1	3538.71
26.5	A1	3534.57
27.0	A1	3530.43
27.5	A1	3526.29
28.0	A1	3522.16
28.5	A1	3518.27
29.0	A1	3514.64
29.5	A1	3511.1
30.0	A1	3507.43
30.5	A1	3504.17
31.0	A1	3501.3
31.5	A1	3499.51
32.0	A1	3498.51
32.5	A1	3498.63
33.0	A1	3500.12
33.5	A1	3503.17
34.0	A1	3507.16
34.5	A1	3512.69
35.0	A1	3519.75
35.5	A1	3527.77
36.0	A1	3536.74
36.5	A1	3546.76
37.0	A1	3557.48
37.5	A1	3568.75
38.0	A1	3581.05
38.5	A1	3593.92
39.0	A1	3607.8
39.5	A1	3622.92
40.0	A1	3639.3
40.5	A1	3656.75
41.0	A1	3675.52
41.5	A1	3695.38
42.0	A1	3716.15
42.5	A1	3737.88
43.0	A1	3760.53
43.5	A1	3784.54
44.0	A1	3808.99
44.5	A1	3833.8
45.0	A1	3859.26
45.5	A1	3885.34
46.0	A1	3911.22
46.5	A1	3937.86
47.0	A1	3966.1
47.5	A1	3995.21
48.0	A1	4024.36
48.5	A1	4054.7
49.0	A1	4085.79
49.5	A1	4115.93
50.0	A1	4145.73
50.5	A1	4176.06
51.0	A1	4205.21
51.5	A1	4233.84
52.0	A1	4262.37
52.5	A1	4290.04
53.0	A1	4316.47
53.5	A1	4342.69
54.0	A1	4367.76
54.5	A1	4392.04
55.0	A1	4416.14
55.5	A1	4440.46
56.0	A1	4465.31
56.5	A1	4491.64
57.0	A1	4520.09
57.5	A1	4551.88
58.0	A1	4587.83
58.5	A1	4628.93
59.0	A1	4676.0
59.5	A1	4730.11
60.0	A1	4790.84
60.5	A1	4857.56
61.0	A1	4928.18
61.5	A1	4999.93
62.0	A1	5068.35
62.5	A1	5128.88
63.0	A1	5177.59
63.5	A1	5211.74
64.0	A1	5229.54
64.5	A1	5232.0
65.0	A1	5221.68
65.5	A1	5201.26
66.0	A1	5174.46
66.5	A1	5144.99
67.0	A1	5115.1
67.5	A1	5086.73
68.0	A1	5061.8
68.5	A1	5040.71
69.0	A1	5023.55
69.5	A1	5010.79
