Temperature	Well	Fluorescence
25.0	A1	3694.83
25.5	A1	3693.26
26.0	A1	3691.7
26.5	A1	3690.14
27.0	A1	3688.58
27.5	A1	3687.02
28.0	A1	3685.46
28.5	A1	3684.24
29.0	A1	3683.56
29.5	A1	3683.18
30.0	A1	3683.1
30.5	A1	3683.44
31.0	A1	3684.58
31.5	A1	3686.93
32.0	A1	3690.3
32.5	A1	3695.16
33.0	A1	3701.3
33.5	A1	3708.82
34.0	A1	3717.44
34.5	A1	3727.91
35.0	A1	3739.97
35.5	A1	3753.78
36.0	A1	3768.82
36.5	A1	3785.3
37.0	A1	3802.38
37.5	A1	3820.06
38.0	A1	3838.17
38.5	A1	3857.05
39.0	A1	3876.15
39.5	A1	3895.94
40.0	A1	3916.29
40.5	A1	3937.21
41.0	A1	3958.38
41.5	A1	3980.36
42.0	A1	4002.59
42.5	A1	4025.23
43.0	A1	4048.19
43.5	A1	4071.66
44.0	A1	4095.39
44.5	A1	4119.75
45.0	A1	4144.6
45.5	A1	4170.24
46.0	A1	4197.0
46.5	A1	4224.15
47.0	A1	4251.7
47.5	A1	4279.82
48.0	A1	4308.17
48.5	A1	4335.65
49.0	A1	4362.74
49.5	A1	4388.82
50.0	A1	4413.27
50.5	A1	4435.42
51.0	A1	4455.46
51.5	A1	4472.94
52.0	A1	4487.76
52.5	A1	4499.87
53.0	A1	4509.52
53.5	A1	4516.92
54.0	A1	4522.62
54.5	A1	4527.16
55.0	A1	4531.14
55.5	A1	4535.11
56.0	A1	4539.71
56.5	A1	4545.51
57.0	A1	4553.28
57.5	A1	4564.09
58.0	A1	4579.31
58.5	A1	4599.96
59.0	A1	4627.12
59.5	A1	4661.7
60.0	A1	4703.67
60.5	A1	4752.33
61.0	A1	4806.63
61.5	A1	4863.55
62.0	A1	4919.99
62.5	A1	4972.7
63.0	A1	5018.18
63.5	A1	5053.69
64.0	A1	5078.99
64.5	A1	5094.23
65.0	A1	5100.68
65.5	A1	5100.81
66.0	A1	5097.02
66.5	A1	5090.79
67.0	A1	5083.44
67.5	A1	5075.71
68.0	A1	5067.35
68.5	A1	5058.28
69.0	A1	5048.32
69.5	A1	5036.82
70.0	A1	5023.21
70.5	A1	5007.58
71.0	A1	4989.15
71.5	A1	4967.64
72.0	A1	4943.11
72.5	A1	4915.85
73.0	A1	4885.75
73.5	A1	4853.31
74.0	A1	4818.5
74.5	A1	4781.47
75.0	A1	4742.2
75.5	A1	4700.84
76.0	A1	4657.71
76.5	A1	4613.35
77.0	A1	4568.46
77.5	A1	4523.75
78.0	A1	4480.32
78.5	A1	4438.65
79.0	A1	4399.3
79.5	A1	4362.63
80.0	A1	4328.75
80.5	A1	4297.03
81.0	A1	4267.29
81.5	A1	4239.41
82.0	A1	4212.79
82.5	A1	4187.3
83.0	A1	4162.72
83.5	A1	4138.89
84.0	A1	4115.47
84.5	A1	4092.76
85.0	A1	4070.45
85.5	A1	4049.0
86.0	A1	4028.2
86.5	A1	4007.99
87.0	A1	3987.84
87.5	A1	3967.87
88.0	A1	3947.88
88.5	A1	3928.21
89.0	A1	3909.68
89.5	A1	3893.35
90.0	A1	3879.72
90.5	A1	3868.7
91.0	A1	3860.02
91.5	A1	3852.67
92.0	A1	3845.05
92.5	A1	3836.18
93.0	A1	3825.98
93.5	A1	3814.46
94.0	A1	3801.88
94.5	A1	3788.9
95.0	A1	3775.99
25.0	A2	3871.39
25.5	A2	3871.56
26.0	A2	3871.73
26.5	A2	3871.9
27.0	A2	3872.07
27.5	A2	3872.24
28.0	A2	3872.41
28.5	A2	3872.23
29.0	A2	3870.72
29.5	A2	3867.98
30.0	A2	3864.1
