Temperature	Well	Fluorescence
25.0	A1	3762.38
25.5	A1	3757.98
26.0	A1	3753.58
26.5	A1	3749.18
27.0	A1	3744.78
27.5	A1	3740.38
28.0	A1	3735.98
28.5	A1	3732.21
29.0	A1	3728.64
29.5	A1	3725.95
30.0	A1	3724.07
30.5	A1	3722.98
31.0	A1	3723.21
31.5	A1	3725.0
32.0	A1	3727.94
32.5	A1	3732.11
33.0	A1	3737.42
33.5	A1	3743.65
34.0	A1	3751.03
34.5	A1	3759.46
35.0	A1	3768.85
35.5	A1	3779.22
36.0	A1	3790.06
36.5	A1	3800.85
37.0	A1	3811.9
37.5	A1	3823.3
38.0	A1	3835.05
38.5	A1	3847.69
39.0	A1	3861.59
39.5	A1	3876.78
40.0	A1	3893.58
40.5	A1	3912.22
41.0	A1	3932.69
41.5	A1	3955.29
42.0	A1	3979.68
42.5	A1	4005.69
43.0	A1	4033.4
43.5	A1	4062.36
44.0	A1	4091.9
44.5	A1	4122.31
45.0	A1	4153.44
45.5	A1	4184.61
46.0	A1	4216.07
46.5	A1	4247.9
47.0	A1	4279.77
47.5	A1	4311.32
48.0	A1	4342.47
48.5	A1	4372.93
49.0	A1	4402.56
49.5	A1	4430.86
50.0	A1	4457.82
50.5	A1	4483.11
51.0	A1	4506.23
51.5	A1	4526.87
52.0	A1	4545.26
52.5	A1	4561.1
53.0	A1	4574.64
53.5	A1	4586.42
54.0	A1	4596.95
54.5	A1	4606.27
55.0	A1	4615.19
55.5	A1	4624.53
56.0	A1	4635.14
56.5	A1	4647.43
57.0	A1	4662.77
57.5	A1	4682.19
58.0	A1	4706.36
58.5	A1	4735.48
59.0	A1	4770.88
59.5	A1	4811.97
60.0	A1	4857.68
60.5	A1	4906.72
61.0	A1	4956.77
61.5	A1	5003.89
62.0	A1	5045.16
62.5	A1	5077.63
63.0	A1	5099.12
63.5	A1	5109.18
64.0	A1	5108.78
64.5	A1	5099.67
65.0	A1	5084.09
65.5	A1	5064.22
66.0	A1	5041.98
66.5	A1	5018.29
67.0	A1	4993.66
67.5	A1	4968.75
68.0	A1	4943.71
68.5	A1	4918.27
69.0	A1	4892.73
69.5	A1	4867.08
70.0	A1	4841.14
70.5	A1	4814.74
71.0	A1	4787.88
71.5	A1	4760.64
72.0	A1	4733.2
72.5	A1	4705.57
73.0	A1	4678.14
73.5	A1	4651.29
74.0	A1	4625.24
74.5	A1	4600.5
75.0	A1	4577.42
75.5	A1	4556.06
76.0	A1	4536.51
76.5	A1	4518.61
77.0	A1	4501.58
77.5	A1	4485.29
78.0	A1	4469.47
78.5	A1	4453.77
79.0	A1	4438.05
79.5	A1	4422.56
80.0	A1	4407.07
80.5	A1	4391.55
81.0	A1	4375.99
81.5	A1	4360.45
82.0	A1	4344.7
82.5	A1	4328.9
83.0	A1	4313.19
83.5	A1	4297.74
84.0	A1	4282.83
84.5	A1	4268.71
85.0	A1	4255.37
85.5	A1	4242.89
86.0	A1	4230.83
86.5	A1	4218.76
87.0	A1	4206.65
87.5	A1	4194.18
88.0	A1	4181.11
88.5	A1	4167.87
89.0	A1	4154.17
89.5	A1	4140.12
90.0	A1	4125.79
90.5	A1	4111.34
91.0	A1	4096.69
91.5	A1	4083.38
92.0	A1	4071.25
92.5	A1	4060.58
93.0	A1	4051.15
93.5	A1	4042.92
94.0	A1	4033.35
94.5	A1	4024.26
95.0	A1	4011.44
25.0	A2	3598.43
25.5	A2	3595.61
26.0	A2	3592.79
26.5	A2	3589.97
27.0	A2	3587.15
27.5	A2	3584.33
28.0	A2	3581.52
28.5	A2	3579.66
29.0	A2	3578.66
29.5	A2	3578.76
30.0	A2	3579.79
30.5	A2	3581.35
31.0	A2	3583.77
31.5	A2	3587.23
32.0	A2	3591.49
32.5	A2	3596.77
33.0	A2	3603.62
33.5	A2	3611.84
34.0	A2	3621.3
34.5	A2	3631.95
35.0	A2	3643.82
35.5	A2	3656.16
36.0	A2	3668.7
36.5	A2	3681.68
37.0	A2	3695.45
37.5	A2	3709.56
38.0	A2	3724.79
38.5	A2	3741.31
39.0	A2	3758.91
39.5	A2	3777.59
40.0	A2	3798.16
40.5	A2	3819.97
41.0	A2	3843.2
41.5	A2	3868.07
42.0	A2	3894.16
42.5	A2	3921.09
43.0	A2	3949.25
43.5	A2	3978.21
44.0	A2	4007.77
44.5	A2	4038.24
45.0	A2	4068.98
45.5	A2	4099.72
46.0	A2	4130.71
46.5	A2	4161.48
47.0	A2	4191.65
47.5	A2	4221.33
48.0	A2	4250.24
48.5	A2	4277.64
49.0	A2	4303.68
49.5	A2	4327.68
50.0	A2	4349.73
50.5	A2	4369.64
